"drug_name","drug_id","target","target_pathway","ic50_effect_size","feature_name","TISSUE TYPE "
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.1052591263838","loss.cnaPANCAN54","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.1052591263838","loss.cnaPANCAN55","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.5291227532002","loss.cnaPANCAN6","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.0044733490931798","loss.cnaPANCAN62..HRAS.IRF7.","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.11741859516168","loss.cnaPANCAN63","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.057795402455461","loss.cnaPANCAN64..loss.cnaPANCAN65","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.053955138602092","loss.cnaPANCAN66","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.060946050818087","loss.cnaPANCAN67","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.023238674648516","loss.cnaPANCAN68","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.0062588853886992","loss.cnaPANCAN69","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.39682745740298","loss.cnaPANCAN7..SMARCA4.","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.30330876988109","loss.cnaPANCAN70","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.05943354159015","loss.cnaPANCAN71..EXT2.","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.82709639048031","loss.cnaPANCAN72","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.71230585241696","loss.cnaPANCAN73","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.52168608319043","loss.cnaPANCAN74","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.13468493456144","loss.cnaPANCAN75..MED17.","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.052606108019678","loss.cnaPANCAN76","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.18238547337031","loss.cnaPANCAN77..CASP1.","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.22971764730413","loss.cnaPANCAN78..CASP1.","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.11042160641686","loss.cnaPANCAN79","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.58821829884081","loss.cnaPANCAN8","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.038763177965058","loss.cnaPANCAN80..SDHD.","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.19594800412104","loss.cnaPANCAN81","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.14106073176411","loss.cnaPANCAN82","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.63487116918192","loss.cnaPANCAN9","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.080198561009663","loss.cnaPANCAN92","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.20485359426215","loss.cnaPANCAN93","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.20843290030057","loss.cnaPANCAN94","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.18976144624435","loss.cnaPANCAN95","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.22756746352463","loss.cnaPANCAN96","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.30907109190248","loss.cnaPANCAN97","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.31429406425952","loss.cnaPANCAN98","PANCANCER"
" Histone methyltransferase inhibitor A-366","2157","EHMT1, EHMT2","Chromatin histone methylation","0.26489371261369","loss.cnaPANCAN99..SOX17.","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.011112443835211","ABCB1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.14662670616661","ABL2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.10039579064135","ACACA_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.50603545527191","ACVR1B_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.033619680413132","ACVR2A_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.35842291917639","AFF4_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.19153252129074","AHCTF1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.12728170769576","AHNAK_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.1913671045275","AKAP9_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.050002719317343","ALK_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.43538322633424","ANK3_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.039511141629034","APAF1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.18002035136155","APC_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.014053637562871","AQR_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.54148052603447","ARAP3_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.033890972358526","ARFGAP3_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.021204405846655","ARFGEF1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.5651858768866","ARFGEF2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.46961315163472","ARHGAP29_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.10313313616342","ARHGEF6_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.15561676249209","ARID1A_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.1952034509713","ARID1B_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.12769644698586","ARID2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.50482762068149","ARID4A_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.38672630752435","ARID4B_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.49882931784188","ARID5B_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.1715781104258","ASH1L_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.27868009665829","ASPM_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.71436073384828","ASXL1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.11745881347128","ASXL2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.027676928216414","ATM_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.43211279195852","ATRX_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.24293383337117","ATR_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.29826117739786","AXIN1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.039500131487512","AXIN2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.10082307027402","B2M_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.25524022222481","BAP1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.44436729183899","BAZ2B_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.21829624708238","BCLAF1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.19051655549158","BCOR_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.9602444371694","BCR.ABL_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.13913956944058","BLM_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.33458463079589","BMPR2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.37753012654251","BNC2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.24960305372283","BPTF_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.25835438176733","BRAF_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.070363146595747","BRCA1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.12283018418096","BRCA2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.1962249363156","BRWD1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.38484286967194","C15orf55_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.13151869149825","CAD_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.21768114514572","CASP8_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.1540770931794","CCAR1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.0021735991824598","CDH1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.34027966416613","CDK12_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.041977261516817","CDKN1A_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.86701220390785","CDKN1B_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.007379996814706","CDKN2A_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.13571423626308","CEP290_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.4794527404604","CHD3_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.019181791926362","CHD4_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.35130491148994","CHD6_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.22128457135714","CHD8_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.13538746169315","CHD9_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.021146246696273","CHEK2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.3715154505242","CIC_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.0062076421005088","CLASP2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.11772526527695","CLSPN_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.001557986734713","CNOT1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.43021562625865","CNOT3_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.045005496761626","COL1A1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.33003075489892","CREBBP_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.69444456833007","CSDE1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.32317231188853","CTCF_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.18673016607743","CTNNB1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.055707805265847","CTNND1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.55160641889471","CUL2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.017499746515788","CUX1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.41149905576434","CYLD_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.25637781084693","DDX3X_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.90526020208209","DHX15_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.13945830879714","DHX9_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.06107400593941","DICER1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.30738650730869","DLG1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.26061865603667","DNMT3A_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.052929866795245","EGFR_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.0059395975361189","EIF4G1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.14454918316219","EIF4G3_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.1700329408223","ELF1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.2941805731216","ELF3_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.087292811570702","EP300_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.0072880971260182","EPHA2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.45623737233784","EPHA4_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.47412050799549","ERBB2IP_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.49725567443886","ERBB2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.43592019247616","ERBB3_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.43946890657818","EWSR1.FLI1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.97369402611718","EWSR1.X_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.54839730892072","EZH2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.48023606397089","F8_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.014120104177595","FAM123B_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.11024604559203","FAT1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.013310629845249","FAT2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.080163613020931","FBXW7_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.62488251214963","FGFR2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.47018869553006","FLT3_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.55835342160292","FN1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.069379734827897","FOXP1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.10563528107367","FTSJD1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.046197158505981","FXR1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.77993726139266","GATA3_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.51600428369383","GNAS_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.66517674174451","GPS2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.0072469053310614","HDAC9_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.39853310140724","HGF_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.10287449782056","HLA.A_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.46912152183851","HLA.B_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.30100497618476","HNF1A_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.3711404478945","HRAS_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.017604897945639","IDH1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.2726160037188","INPP4A_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.0068942586763095","INPPL1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.78081536630894","IREB2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.16740105303992","ITSN1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.062954127811843","KALRN_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.27239824641929","KAT6B_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.43109738173324","KDM5C_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.0947956295181","KDM6A_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.15308938810983","KDR_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.12784319946199","KEAP1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","1.0615572896883","KIT_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.37956316896633","KRAS_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.26835416506984","LAMA2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.0028338426710903","LARP4B_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.58586121958836","LIMA1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.034233016416002","LNPEP_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.26034510766756","LPHN2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.34802169564761","LRP6_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.47843006412141","LRPPRC_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.27483762262812","MACF1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.072788207917863","MAGI2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.1389512399514","MAP2K4_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.062486616704364","MAP3K1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.071881195085443","MAP3K4_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.13954113660222","MAP4K3_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.47434555740136","MECOM_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.52195317116529","MED12_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.050268273027022","MED23_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.45754842603299","MED24_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.39478245092655","MEN1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.47335180403877","MET_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.018349165559578","MGA_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.11821459092258","MKL1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.19531347229359","MLH1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.14685960128408","MLH3_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.20925285626786","MLL2_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.26989921835068","MLL3_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.049774416520851","MLLT4_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.26123727761204","MLL_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.24360015438955","MSR1_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.57211317643646","MTOR_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.72853004877548","MYC_mut","PANCANCER"
"Alpha-ketoglutarate 2","2039","BAZ2A, BAZ2B","Chromatin histone acetylation","0.33048468163527","MYH11_mut","PANCANCER"
